date,water_level_mm,year,month,lag_1,lag_7,lag_14,lag_28,lag_56,lag_84,rolling_mean_28,rolling_mean_84,weekly_sum,lag_7_weekly_sum,week_over_week_pct,significant_rain_days,days_since_significant_rain,quarter,wet_season,wet_dry_flag,season_start_year,days_into_season,target_30,target_60,target_90,lag_1_target_30
2000-04-10,0.2454461779375692,2000,4,0.0057100729604491,3.1808474829629247,3.8691309362624535,1.212184563277793,4.436509413695181,4.09657903341583,2.670976529657072,2.768319677448401,3.9423780464005973,18.19276126630466,-78.32996328214129,False,6,2,4.0,True,1999,100,32.08270227910486,37.18919901909653,42.26350897178166,32.320387174701075
2000-04-11,0.0237499785541264,2000,4,0.2454461779375692,1.698670968584438,2.482193112609946,1.5068393982469226,5.760337140950923,0.0168380962749256,2.6180090503823297,2.7684019617612483,2.2674570563702856,17.409239122279153,-86.97555338033958,False,7,2,4.0,True,1999,101,32.085955343317956,37.75949230674014,42.25218906406192,32.08270227910486
2000-04-12,0.2526668007897147,2000,4,0.0237499785541264,1.4606973834812822,3.0106405936138825,2.519668268082045,3.778906393380963,0.0800416585172529,2.5370447122647457,2.7704570229787775,1.0594264736787182,15.859295912146553,-93.3198391684759,False,8,2,4.0,True,1999,102,31.856434584163395,38.143203696976705,42.06921434079604,32.085955343317956
2000-04-13,0.3738045633698034,2000,4,0.2526668007897147,0.5314448813120867,3.556415857385629,7.566825545656814,2.7818749135860696,0.2687807266886919,2.280151105754496,2.771707306748791,0.9017861557364351,12.83432493607301,-92.97363780153474,False,9,2,4.0,True,1999,103,31.547866771710105,37.837427748426656,42.02087475348946,31.856434584163395
2000-04-14,0.8742801278184893,2000,4,0.3738045633698034,0.0004085621247722,1.8786433779465663,5.927393831787441,3.596709451587285,0.1447483400899711,2.099682759184176,2.780392208983654,1.775657721430152,10.956090120251217,-83.79296170494226,False,10,2,4.0,True,1999,104,30.67394918535306,36.97185580905152,41.47553280342291,31.547866771710105
2000-04-15,1.0899615740720845,2000,4,0.8742801278184893,0.0,0.9304677986248104,5.152589873184957,4.226606611282322,0.2747579585648246,1.9545888913587164,2.790097013930169,2.8656192955022366,10.025622321626406,-71.41704321615258,False,11,2,4.0,True,1999,105,29.675639395560534,35.927157719935245,42.180330984742156,30.67394918535306
2000-04-16,1.1789625689496714,2000,4,1.0899615740720845,0.0057100729604491,3.153553043160903,1.0816874819285642,5.069062639654248,3.1885325444245107,1.9580630016094702,2.766173561841183,4.038871791491459,6.877779351425953,-41.27651404440461,False,12,2,4.0,True,1999,106,28.503689539526132,34.85115285836375,41.78375165203586,29.675639395560534
2000-04-17,1.2211253281092656,2000,4,1.1789625689496714,0.2454461779375692,3.1808474829629247,3.774888232574252,3.9837017517296704,3.426094019333372,1.8668571835928633,2.7399239345647053,5.014550941663155,3.9423780464005973,27.19609541863838,False,13,2,4.0,True,1999,107,27.282564211416865,33.904698013455224,40.58458091060147,28.503689539526132
2000-04-18,0.944832042081844,2000,4,1.2211253281092656,0.0237499785541264,1.698670968584438,1.0872846137321774,4.256349939091877,1.75801944946046,1.8617695917482087,2.730243132095912,5.935633005190873,2.2674570563702856,161.7748807420659,False,14,2,4.0,True,1999,108,26.526894238334613,33.287995644826225,39.63974886851962,27.282564211416865
2000-04-19,3.433713405892289,2000,4,0.944832042081844,0.2526668007897147,1.4606973834812822,1.3443263037773785,2.8273673982342564,5.217178019081238,1.936390559680884,2.7090114105103296,9.116679610293447,1.0594264736787182,760.5297145951984,True,0,2,4.0,True,1999,109,23.28360130763897,30.078056301166725,36.376832819147744,26.526894238334613
2000-04-20,5.143078664840765,2000,4,3.433713405892289,0.3738045633698034,0.5314448813120867,4.0502697411462645,7.386277920379514,6.044468795940416,1.9754194498128308,2.6982805756162858,13.885953711764408,0.9017861557364351,1439.8277766223387,True,0,2,4.0,True,1999,110,18.158281139243236,25.469005814541635,31.45298165476649,23.28360130763897
2000-04-21,1.1660863955159668,2000,4,5.143078664840765,0.8742801278184893,0.0004085621247722,7.03853298411437,1.663828675799686,3.639640303196949,1.7656892145057446,2.668833505286751,14.177759979461886,1.775657721430152,698.4511771808601,False,1,2,4.0,True,1999,111,16.992743034994096,24.544223989258086,30.429605967725102,18.158281139243236
2000-04-22,0.3421739996426631,2000,4,1.1660863955159668,1.0899615740720845,0.0,2.667251868988226,0.7136036849220917,1.2563911214512145,1.6826507191719746,2.657949968122363,13.429972405032464,2.8656192955022366,368.65863955172347,False,2,2,4.0,True,1999,112,16.886648916732554,24.42904447478694,30.08743196808244,16.992743034994096
2000-04-23,0.3354680057077358,2000,4,0.3421739996426631,1.1789625689496714,0.0057100729604491,5.065514438210892,0.6278044771479695,0.0681203815691676,1.513720489439719,2.6611326779335363,12.58647784179053,4.038871791491459,211.63350785994228,False,3,2,4.0,True,1999,113,16.747318239159018,25.063910169281225,29.929068137262618,16.886648916732554
2000-04-24,0.3288650565068039,2000,4,0.3354680057077358,1.2211253281092656,0.2454461779375692,3.8691309362624535,0.7992396950237506,0.0547668731560194,1.3872824223055886,2.6643957515448555,11.694217570188068,5.014550941663155,133.2056789577552,False,4,2,4.0,True,1999,114,16.588972932133768,25.197084131386404,29.737025227942446,16.747318239159018
2000-04-25,0.438102137338235,2000,4,0.3288650565068039,0.944832042081844,0.0237499785541264,2.482193112609946,1.6220729519205752,0.1195731543239087,1.314279173188742,2.6681877632474067,11.18748766544446,5.935633005190873,88.48011080976025,False,5,2,4.0,True,1999,115,17.308805390945803,24.758998697753565,29.63657574455818,16.588972932133768
2000-04-26,0.1076524217470661,2000,4,0.438102137338235,3.433713405892289,0.2526668007897147,3.0106405936138825,3.079030827363871,0.8814775305765439,1.2106010241934981,2.658975559570866,7.8614266812992355,9.116679610293447,-13.768751153401649,False,6,2,4.0,True,1999,116,17.681863641760394,24.652472150610325,29.564567315346846,17.308805390945803
2000-04-27,0.248715112028878,2000,4,0.1076524217470661,5.143078664840765,0.3738045633698034,3.556415857385629,4.599469473769398,0.86047308678503,1.0924688547164716,2.651692726538054,2.9670631284873488,13.885953711764408,-78.63262984973366,False,7,2,4.0,True,1999,117,17.433910531403686,24.403757038581446,29.531350453567928,17.681863641760394
2000-04-28,0.645696651290535,2000,4,0.248715112028878,1.1660863955159668,0.8742801278184893,1.8786433779465663,1.86081848703712,0.8167072450220525,1.0484350430501848,2.6496568861364884,2.446673384261917,14.177759979461886,-82.74287766328247,False,8,2,4.0,True,1999,118,16.961093899282474,23.75806038729091,28.913583780317353,17.433910531403686
2000-04-29,2.881855314442357,2000,4,0.645696651290535,0.3421739996426631,1.0899615740720845,0.9304677986248104,2.5930345448147354,2.692336126085794,1.1181274543293829,2.651913066950257,4.986354699061611,13.429972405032464,-62.87144493913384,True,0,2,4.0,True,1999,119,14.519620836454283,20.881937222405703,26.03181970557246,16.961093899282474
2000-04-30,1.125946960515488,2000,4,2.881855314442357,0.3354680057077358,1.1789625689496714,3.153553043160903,0.4166689743543357,7.5763967853128,1.045712951377761,2.5751219976074315,5.776833653869363,12.58647784179053,-54.10285763433592,False,1,2,4.0,True,1999,120,13.774075760116059,19.757619677573196,24.94916979866177,14.519620836454283
2000-11-01,0.5449407949171755,2000,11,0.1634234817649807,2.050921139905313,0.3513846085013892,2.3998327166891484,0.1381749677402265,0.006373216983204,1.138576185602824,0.6503631009154875,7.703959243181143,13.803642312010663,-44.18893891159535,False,6,4,11.0,True,2000,31,58.75464333947433,106.49554951460853,137.65478654115785,59.222919030490175
2000-11-02,2.764443811934601,2000,11,0.5449407949171755,4.411396836202126,0.4640822536178959,0.6868839652576066,0.0872739286301905,0.1507381125261364,1.212774751555574,0.6814786449560645,6.057006218913617,17.750956894594893,-65.8778608112222,True,0,4,11.0,True,2000,32,57.17006168278936,109.03835370072751,136.7285888809351,58.75464333947433
2000-11-03,5.249044344145608,2000,11,2.764443811934601,0.5475511223366293,1.4809450332750054,0.4759288056490813,0.0065321074118723,0.113128890783939,1.3832431636447355,0.7426204955913225,10.758499440722595,16.817562983656515,-36.02818998699266,True,0,4,11.0,True,2000,33,53.23391324702094,104.05186784442485,132.94091564701972,57.17006168278936
2000-11-04,0.1648195917072931,2000,11,5.249044344145608,0.0302277419128218,2.0000291063065605,0.9880194186010878,0.7018051675544519,0.0077047994645428,1.3538431698271,0.7444909097846886,10.893091290517066,14.847761619262778,-26.634791358820785,False,1,4,11.0,True,2000,34,53.926584801653995,103.88772966579708,133.93920936045967,53.23391324702094
2000-11-05,0.6631148432418087,2000,11,0.1648195917072931,1.1080508898950172,3.7745976580871927,3.7371543861066554,0.3707330211347902,0.0022184160807252,1.2440560432962129,0.7523587243937491,10.448155243863859,12.181214851070601,-14.227313354171933,False,2,4,11.0,True,2000,35,54.00672788406006,103.22671000098316,133.9107196271753,53.926584801653995
2000-11-06,4.574310806965671,2000,11,0.6631148432418087,0.8983683761523925,2.527704849693297,0.1081879807378296,0.01367186835691,0.1163591618626184,1.403560429947207,0.8054295773116426,14.124097674677136,10.551878377529698,33.85387102977329,True,0,4,11.0,True,2000,36,51.05820211743576,98.65806896740311,130.04025999041144,54.00672788406006
2000-11-07,4.414415354575575,2000,11,4.574310806965671,0.1634234817649807,1.5053622711253982,0.4015390872084646,0.3650891815170844,0.0751323169699955,1.5468774394960323,0.857087708711709,18.375089547487732,9.20993958816928,99.51368162166489,True,0,4,11.0,True,2000,37,49.48757646613937,94.24748329506394,125.96620272133126,51.05820211743576
2000-11-08,1.5856640215319997,2000,11,4.414415354575575,0.5449407949171755,2.050921139905313,0.5817185908460036,0.3114707675541576,0.0001926433504329,1.5827326334491036,0.8759623679757753,19.415812774102555,7.703959243181143,152.02382516869753,False,1,4,11.0,True,2000,38,50.71349175548981,92.71633776593522,124.41889166578639,49.48757646613937
2000-11-09,2.3101331979326662,2000,11,1.5856640215319997,2.764443811934601,4.411396836202126,0.388501199353295,0.2861338775148149,0.0342763735548199,1.6513623476840813,0.9030559015993211,18.961502160100622,6.057006218913617,213.05072959792258,True,0,4,11.0,True,2000,39,50.15667586732913,91.25345560746838,122.46637987703066,50.71349175548981
2000-11-10,2.479326776349398,2000,11,2.3101331979326662,5.249044344145608,0.5475511223366293,1.4233257192798006,0.3592483350283737,0.0322578941808825,1.6890766711508525,0.9321876740060892,16.191784592304412,10.758499440722595,50.50225806599001,True,0,4,11.0,True,2000,40,52.024836950000584,89.35092105563035,122.72300448406004,50.15667586732913
2000-11-11,2.89157743097414,2000,11,2.479326776349398,0.1648195917072931,0.0302277419128218,0.5893670957310582,2.387932569335192,0.081128151733065,1.7712984688381057,0.9656454035208638,18.918542431571257,10.893091290517066,73.67468909436859,True,0,4,11.0,True,2000,41,55.37057573471418,86.61567261011741,123.4035806786817,52.024836950000584
2000-11-12,1.8739313561467543,2000,11,2.89157743097414,0.6631148432418087,1.1080508898950172,0.386942945692137,2.552513186142656,0.2165007648418835,1.824405197782913,0.985376720084017,20.129358944476202,10.448155243863859,92.65945494347491,True,0,4,11.0,True,2000,42,53.97708141845979,85.30923897275089,122.10354837984337,55.37057573471418
2000-11-13,0.8858369885756793,2000,11,1.8739313561467543,4.574310806965671,0.8983683761523925,0.0714497437772666,0.5408868427143178,0.1939184468471131,1.8534904565257138,0.9936138455807857,16.44088512608621,14.124097674677136,16.403082906760165,False,1,4,11.0,True,2000,43,53.091244429884114,86.17072917566249,122.27792419931036,53.97708141845979
2000-11-14,0.0121806917395131,2000,11,0.8858369885756793,4.414415354575575,0.1634234817649807,0.1821280949455956,1.750288931789764,0.0265633785403749,1.8474209064112106,0.9934426231188708,12.03865046325015,18.375089547487732,-34.48385417585031,False,2,4,11.0,True,2000,44,53.69550399037582,89.05151373620154,124.40887499564177,53.091244429884114
2000-11-15,0.0495637054812096,2000,11,0.0121806917395131,1.5856640215319997,0.5449407949171755,0.3513846085013892,1.1584837445228542,0.2102204920195802,1.8366415884462044,0.9915300423267471,10.50255014719936,19.415812774102555,-45.90723412203478,False,3,4,11.0,True,2000,45,54.377028278529956,89.53597356453272,128.89062575851466,53.69550399037582
2000-11-16,0.3873935758968836,2000,11,0.0495637054812096,2.3101331979326662,2.764443811934601,0.4640822536178959,0.1381980852210369,1.2616901504533575,1.8339027070990255,0.9811217497725034,8.579810525163577,18.961502160100622,-54.75141973077703,False,4,4,11.0,True,2000,46,55.82574262763237,89.50267546423176,132.4520484366601,54.377028278529956
2000-11-17,8.225904827530082,2000,11,0.3873935758968836,2.479326776349398,5.249044344145608,1.4809450332750054,0.0145210216730028,0.0224163631491772,2.074794128322421,1.078782326729419,14.32638857634426,16.191784592304412,-11.520632610482796,True,0,4,11.0,True,2000,47,48.71006779045177,81.2937434760527,125.10187794665516,55.82574262763237
2000-11-18,4.71230638816602,2000,11,8.225904827530082,2.89157743097414,0.1648195917072931,2.0000291063065605,0.0898610896507608,0.0,2.1716611741031158,1.1348812123028238,16.14711753353614,18.918542431571257,-14.649251696104058,True,0,4,11.0,True,2000,48,45.420944496834124,76.73572206123482,121.03382435856943,48.71006779045177
2000-11-19,1.6536594571337966,2000,11,4.71230638816602,1.8739313561467543,0.6631148432418087,3.7745976580871927,0.2240216999191452,0.0068395554620651,2.095913381211923,1.1544862111322491,15.926845634523184,20.129358944476202,-20.877531776074022,True,0,4,11.0,True,2000,49,44.43224964742553,75.20788806314991,124.82303912158002,45.420944496834124
2000-11-20,0.0081330186411976,2000,11,1.6536594571337966,0.8858369885756793,4.574310806965671,2.527704849693297,0.0155776826198021,0.0003861158935893,2.0059286729600627,1.1545784361649591,15.049141664588703,16.44088512608621,-8.465137070322784,False,1,4,11.0,True,2000,50,46.580069400609766,75.9447407291509,133.4005034002317,44.43224964742553
2000-11-21,0.0008789086257937,2000,11,0.0081330186411976,0.0121806917395131,4.414415354575575,1.5053622711253982,0.1797815151723401,0.4078862790305095,1.9521971242993623,1.1497331103268076,15.037839881474982,12.03865046325015,24.91300355783502,False,2,4,11.0,True,2000,51,48.131407731107196,76.31745774269683,138.41696385197946,46.580069400609766
2000-11-22,0.091459846671211,2000,11,0.0008789086257937,0.0495637054812096,1.5856640215319997,2.050921139905313,0.0243547596000214,1.33884669450024,1.8822163638267158,1.1348832669002715,15.079736022664983,10.50255014719936,43.58166170419276,False,3,4,11.0,True,2000,52,49.381260503642416,76.49375812676621,141.17936925501465,48.131407731107196
2000-11-23,0.1962420106593503,2000,11,0.091459846671211,0.3873935758968836,2.3101331979326662,4.411396836202126,3.597421468016144e-05,1.5084831802128398,1.7316751200573308,1.119261348215111,14.88858445742745,8.579810525163577,73.53045750557055,False,4,4,11.0,True,2000,53,49.94579714818318,77.97140360054178,142.05567376155682,49.381260503642416
2000-11-24,0.5575618733405592,2000,11,0.1962420106593503,8.225904827530082,2.479326776349398,0.5475511223366293,0.1719759668115925,0.0001273614968157,1.7320326468788998,1.1258974733561078,7.220241503237928,14.32638857634426,-49.60180324049011,False,5,4,11.0,True,2000,54,50.65377282984571,78.2391514463112,141.69096325446768,49.94579714818318
2000-11-25,1.111530060356275,2000,11,0.5575618733405592,4.71230638816602,2.89157743097414,0.0302277419128218,0.14064785715269,0.4740966772187054,1.7706505868233091,1.1334859660125074,3.6194651754281835,16.14711753353614,-77.58445017873392,False,6,4,11.0,True,2000,55,50.961926833691386,79.26397470363935,142.14038262591907,50.65377282984571
2000-11-26,4.861368817846313,2000,11,1.111530060356275,1.6536594571337966,1.8739313561467543,1.1080508898950172,0.0491667404989561,0.1362812442234041,1.9046976556787123,1.1897370085556374,6.8271745361407,15.926845634523184,-57.13417023806615,True,0,4,11.0,True,2000,56,46.70015625243911,77.39430196829747,140.4592696661443,50.961926833691386
2000-11-27,2.553981383812152,2000,11,4.861368817846313,0.0081330186411976,0.8858369885756793,0.8983683761523925,0.4319575832004846,0.0793978775462006,1.963826691666561,1.2191963360111846,9.373022901311653,15.049141664588703,-37.71722593743142,True,0,4,11.0,True,2000,57,44.909943301308516,76.50844469609994,141.77234610202865,46.70015625243911
2000-11-28,2.9644891414412258,2000,11,2.553981383812152,0.0008789086257937,0.0121806917395131,0.1634234817649807,0.9250533452572643,0.4183514034502846,2.0638647509407124,1.2495074995586957,12.336633134127087,15.037839881474982,-17.962731141162728,True,0,4,11.0,True,2000,58,42.993479849461245,76.1456109124406,140.11346842811295,44.909943301308516
2000-11-29,0.6085206697105923,2000,11,2.9644891414412258,0.091459846671211,0.0495637054812096,0.5449407949171755,2.3998327166891484,0.1381749677402265,2.066135460754763,1.255106853153581,12.853693957166467,15.079736022664983,-14.761810565866368,False,1,4,11.0,True,2000,59,44.38266874376408,77.47462221319785,140.45235423200583,42.993479849461245
2000-11-30,0.826185334439632,2000,11,0.6085206697105923,0.1962420106593503,0.3873935758968836,2.764443811934601,0.6868839652576066,0.0872739286301905,1.9969119437013714,1.2639034175084554,13.48363728094675,14.88858445742745,-9.436405324482113,False,2,4,11.0,True,2000,60,45.100808642496645,77.55707716828442,140.5347367569096,44.38266874376408
2000-12-01,0.0766651039013256,2000,12,0.826185334439632,0.5575618733405592,8.225904827530082,5.249044344145608,0.4759288056490813,0.0065321074118723,1.8121841136926469,1.2647383341333296,13.002740511507515,7.220241503237928,80.08733510750874,False,3,4,12.0,True,2000,61,47.7409061751342,78.90014320168352,141.68442265947988,45.100808642496645
2000-12-02,1.1798621552496389,2000,12,0.0766651039013256,1.111530060356275,4.71230638816602,0.1648195917072931,0.9880194186010878,0.7018051675544519,1.8484356338191594,1.2704294887487486,13.071072606400879,3.6194651754281835,261.1327080900721,False,4,4,12.0,True,2000,62,51.868292017938145,79.55852719814573,140.56828719224038,47.7409061751342
2000-12-03,1.3128959083771845,2000,12,1.1798621552496389,4.861368817846313,1.6536594571337966,0.6631148432418087,3.7371543861066554,0.3707330211347902,1.871642100431137,1.2816457135968722,9.522599696931753,6.8271745361407,39.48082982971073,False,5,4,12.0,True,2000,63,50.81795459740391,79.70700239999879,139.26074384287222,51.868292017938145
2000-12-04,0.8574911463403487,2000,12,1.3128959083771845,2.553981383812152,0.0081330186411976,4.574310806965671,0.1081879807378296,0.01367186835691,1.73889854112309,1.2916911811919132,7.826109459459949,9.373022901311653,-16.503890560592044,False,6,4,12.0,True,2000,64,49.96114486414309,80.01262455880567,138.4114930507602,50.81795459740391
2000-12-05,0.7432579256478767,2000,12,0.8574911463403487,2.9644891414412258,0.0008789086257937,4.414415354575575,0.4015390872084646,0.3650891815170844,1.6077857758042435,1.2961931900506134,5.604878243666599,12.336633134127087,-54.567196878362964,False,7,4,12.0,True,2000,65,49.219982116923106,79.90399174311524,137.70561834158482,49.96114486414309
2000-12-06,1.6257850403413705,2000,12,0.7432579256478767,0.6085206697105923,0.091459846671211,1.5856640215319997,0.5817185908460036,0.3114707675541576,1.6092186693331494,1.3118397885361752,6.6221426142973785,12.853693957166467,-48.480626375850036,False,8,4,12.0,True,2000,66,47.59986684996735,78.9820578729757,136.18670042653713,49.219982116923106
2000-12-07,2.843789703279189,2000,12,1.6257850403413705,0.826185334439632,0.1962420106593503,2.3101331979326662,0.388501199353295,0.2861338775148149,1.6282778302383825,1.3422880721762271,8.639746983136934,13.48363728094675,-35.92421092975073,True,0,4,12.0,True,2000,67,44.75990682892456,76.47862625519187,133.8442906878378,47.59986684996735
2000-12-08,2.8115793108824305,2000,12,2.843789703279189,0.0766651039013256,0.5575618733405592,2.479326776349398,1.4233257192798006,0.3592483350283737,1.6401439921859908,1.3714824885554424,11.37466119011804,13.002740511507515,-12.521047543389896,True,0,4,12.0,True,2000,68,42.002846010445396,73.70539991029658,131.73122515007796,44.75990682892456
2000-12-09,1.753317309771982,2000,12,2.8115793108824305,1.1798621552496389,1.111530060356275,2.89157743097414,0.5893670957310582,2.387932569335192,1.5994918450001996,1.3639275449892136,11.948116344640383,13.071072606400879,-8.591156178036886,True,0,4,12.0,True,2000,69,41.096779740139254,72.30970400970153,131.23792389293146,42.002846010445396
2000-12-10,4.347487859020862,2000,12,1.753317309771982,1.3128959083771845,4.861368817846313,1.8739313561467543,0.386942945692137,2.552513186142656,1.6878331486742748,1.3852962910949065,14.98270829528406,9.522599696931753,57.33842408719114,True,0,4,12.0,True,2000,70,37.32608410562976,70.69816753405945,128.16060965722085,41.096779740139254
2000-12-11,6.23731621568773,2000,12,4.347487859020862,0.8574911463403487,2.553981383812152,0.8858369885756793,0.0714497437772666,0.5408868427143178,1.8789574067854193,1.453110926487447,20.362533364631442,7.826109459459949,160.18717819002478,True,0,4,12.0,True,2000,71,31.245096875403238,68.03300494396753,123.4098786943296,37.32608410562976
2000-12-12,0.4804370398923649,2000,12,6.23731621568773,0.7432579256478767,2.9644891414412258,0.0121806917395131,0.1821280949455956,1.750288931789764,1.8956808477908784,1.4379936420600972,20.09971247887593,5.604878243666599,258.61104568307445,False,1,4,12.0,True,2000,72,31.332157554291104,68.1264669613836,124.67174416507821,31.245096875403238
2000-12-13,0.0,2000,12,0.4804370398923649,1.6257850403413705,0.6085206697105923,0.0495637054812096,0.3513846085013892,1.1584837445228542,1.8939107154522639,1.4242021689110156,18.47392743853456,6.6221426142973785,178.97205654630375,False,2,4,12.0,True,2000,73,33.07948474577839,69.18667976942625,125.46850228333805,31.332157554291104
2000-12-14,0.616440252231224,2000,12,0.0,2.843789703279189,0.826185334439632,0.3873935758968836,0.4640822536178959,0.1381980852210369,1.9020909538927757,1.429895528042089,16.246577987486592,8.639746983136934,88.04460384310649,False,3,4,12.0,True,2000,74,35.35600974582573,70.71337100526596,125.2931781042029,33.07948474577839
2000-12-15,0.7310879936353502,2000,12,0.616440252231224,2.8115793108824305,0.0766651039013256,8.225904827530082,1.4809450332750054,0.0145210216730028,1.6344189241108213,1.438426087232117,14.166086670239514,11.37466119011804,24.540735178526276,False,4,4,12.0,True,2000,75,35.15894528600277,74.5135974799847,124.86808541940594,35.35600974582573
2000-12-16,1.8361079249992944,2000,12,0.7310879936353502,1.753317309771982,1.1798621552496389,4.71230638816602,2.0000291063065605,0.0898610896507608,1.5316975504262953,1.4592147400338855,14.248877285466826,11.948116344640383,19.25626495810367,True,0,4,12.0,True,2000,76,33.67693283659939,76.62630580902774,124.77721308824626,35.15894528600277
